timestamp : 0, symbol : AMETHYSTS, alpha : 69, mid : 10003.0, bid : 10002, bid_amt : 1, ask : 10004, ask_amt : -2, 
timestamp : 85200, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 85200, symbol : STARFRUIT, alpha : 69, mid : 4985.5, bid : 4982, bid_amt : 24, ask : 4989, ask_amt : -24,
timestamp : 85300, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 85300, symbol : STARFRUIT, alpha : 69, mid : 4986.5, bid : 4984, bid_amt : 2, ask : 4989, ask_amt : -1,
timestamp : 85400, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 85400, symbol : STARFRUIT, alpha : 69, mid : 4986.0, bid : 4983, bid_amt : 4, ask : 4989, ask_amt : -22,
timestamp : 85500, symbol : AMETHYSTS, alpha : 69, mid : 9999.0, bid : 9996, bid_amt : 2, ask : 10002, ask_amt : -9, 
timestamp : 85500, symbol : STARFRUIT, alpha : 69, mid : 4985.0, bid : 4982, bid_amt : 30, ask : 4988, ask_amt : -2,
timestamp : 85600, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 85600, symbol : STARFRUIT, alpha : 69, mid : 4988.0, bid : 4987, bid_amt : 4, ask : 4989, ask_amt : -22,
timestamp : 85700, symbol : AMETHYSTS, alpha : 69, mid : 10003.0, bid : 10002, bid_amt : 3, ask : 10004, ask_amt : -1, 
timestamp : 85700, symbol : STARFRUIT, alpha : 69, mid : 4985.5, bid : 4982, bid_amt : 28, ask : 4989, ask_amt : -28,
timestamp : 85800, symbol : AMETHYSTS, alpha : 69, mid : 9999.0, bid : 9998, bid_amt : 7, ask : 10000, ask_amt : -6, 
timestamp : 85800, symbol : STARFRUIT, alpha : 69, mid : 4984.5, bid : 4983, bid_amt : 30, ask : 4986, ask_amt : -6,
timestamp : 85900, symbol : AMETHYSTS, alpha : 69, mid : 9997.0, bid : 9996, bid_amt : 1, ask : 9998, ask_amt : -1, 
timestamp : 85900, symbol : STARFRUIT, alpha : 69, mid : 4986.0, bid : 4983, bid_amt : 1, ask : 4989, ask_amt : -31,
timestamp : 86000, symbol : AMETHYSTS, alpha : 69, mid : 10002.0, bid : 10000, bid_amt : 5, ask : 10004, ask_amt : -2, 
timestamp : 86000, symbol : STARFRUIT, alpha : 69, mid : 4987.5, bid : 4986, bid_amt : 5, ask : 4989, ask_amt : -2,
timestamp : 86100, symbol : AMETHYSTS, alpha : 69, mid : 10003.0, bid : 10002, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 86100, symbol : STARFRUIT, alpha : 69, mid : 4986.0, bid : 4983, bid_amt : 1, ask : 4989, ask_amt : -27,
timestamp : 86200, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 86200, symbol : STARFRUIT, alpha : 69, mid : 4983.5, bid : 4983, bid_amt : 1, ask : 4984, ask_amt : -3,
timestamp : 86300, symbol : AMETHYSTS, alpha : 69, mid : 10001.5, bid : 9998, bid_amt : 5, ask : 10005, ask_amt : -28, 
timestamp : 86300, symbol : STARFRUIT, alpha : 69, mid : 4985.5, bid : 4982, bid_amt : 28, ask : 4989, ask_amt : -28,
timestamp : 86400, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 86400, symbol : STARFRUIT, alpha : 69, mid : 4986.0, bid : 4983, bid_amt : 4, ask : 4989, ask_amt : -31,
timestamp : 86500, symbol : AMETHYSTS, alpha : 69, mid : 10001.0, bid : 9998, bid_amt : 3, ask : 10004, ask_amt : -1, 
timestamp : 86500, symbol : STARFRUIT, alpha : 69, mid : 4986.5, bid : 4983, bid_amt : 27, ask : 4990, ask_amt : -27,
timestamp : 86600, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 25, ask : 10005, ask_amt : -25, 
timestamp : 86600, symbol : STARFRUIT, alpha : 69, mid : 4985.5, bid : 4983, bid_amt : 25, ask : 4988, ask_amt : -1,
timestamp : 86700, symbol : AMETHYSTS, alpha : 69, mid : 10002.5, bid : 10000, bid_amt : 1, ask : 10005, ask_amt : -21, 
timestamp : 86700, symbol : STARFRUIT, alpha : 69, mid : 4986.0, bid : 4985, bid_amt : 1, ask : 4987, ask_amt : -3,
timestamp : 86800, symbol : AMETHYSTS, alpha : 69, mid : 10003.0, bid : 10002, bid_amt : 5, ask : 10004, ask_amt : -1, 
timestamp : 86800, symbol : STARFRUIT, alpha : 69, mid : 4986.0, bid : 4983, bid_amt : 25, ask : 4989, ask_amt : -1,
timestamp : 86900, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 86900, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4987, bid_amt : 2, ask : 4990, ask_amt : -21,
timestamp : 87000, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 22, ask : 10005, ask_amt : -22, 
timestamp : 87000, symbol : STARFRUIT, alpha : 69, mid : 4986.0, bid : 4983, bid_amt : 22, ask : 4989, ask_amt : -22,
timestamp : 87100, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 87100, symbol : STARFRUIT, alpha : 69, mid : 4986.0, bid : 4983, bid_amt : 4, ask : 4989, ask_amt : -21,
timestamp : 87200, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 87200, symbol : STARFRUIT, alpha : 69, mid : 4985.5, bid : 4982, bid_amt : 28, ask : 4989, ask_amt : -28,
timestamp : 87300, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 87300, symbol : STARFRUIT, alpha : 69, mid : 4986.0, bid : 4983, bid_amt : 2, ask : 4989, ask_amt : -32,
timestamp : 87400, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 87400, symbol : STARFRUIT, alpha : 69, mid : 4982.5, bid : 4982, bid_amt : 28, ask : 4983, ask_amt : -1,
timestamp : 87500, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 30, ask : 10005, ask_amt : -30, 
timestamp : 87500, symbol : STARFRUIT, alpha : 69, mid : 4985.5, bid : 4982, bid_amt : 30, ask : 4989, ask_amt : -30,
timestamp : 87600, symbol : AMETHYSTS, alpha : 69, mid : 10001.5, bid : 9998, bid_amt : 4, ask : 10005, ask_amt : -23, 
timestamp : 87600, symbol : STARFRUIT, alpha : 69, mid : 4985.5, bid : 4982, bid_amt : 23, ask : 4989, ask_amt : -23,
timestamp : 87700, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 21, ask : 10005, ask_amt : -21, 
timestamp : 87700, symbol : STARFRUIT, alpha : 69, mid : 4985.5, bid : 4982, bid_amt : 20, ask : 4989, ask_amt : -21,
timestamp : 87800, symbol : AMETHYSTS, alpha : 69, mid : 10001.5, bid : 9998, bid_amt : 4, ask : 10005, ask_amt : -27, 
timestamp : 87800, symbol : STARFRUIT, alpha : 69, mid : 4986.5, bid : 4983, bid_amt : 27, ask : 4990, ask_amt : -27,
timestamp : 87900, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 24, ask : 10005, ask_amt : -24, 
timestamp : 87900, symbol : STARFRUIT, alpha : 69, mid : 4985.5, bid : 4982, bid_amt : 24, ask : 4989, ask_amt : -24,
timestamp : 88000, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 88000, symbol : STARFRUIT, alpha : 69, mid : 4986.5, bid : 4983, bid_amt : 27, ask : 4990, ask_amt : -27,
timestamp : 88100, symbol : AMETHYSTS, alpha : 69, mid : 9997.0, bid : 9996, bid_amt : 2, ask : 9998, ask_amt : -1, 
timestamp : 88100, symbol : STARFRUIT, alpha : 69, mid : 4987.5, bid : 4984, bid_amt : 27, ask : 4991, ask_amt : -27,
timestamp : 88200, symbol : AMETHYSTS, alpha : 69, mid : 10003.0, bid : 10002, bid_amt : 5, ask : 10004, ask_amt : -2, 
timestamp : 88200, symbol : STARFRUIT, alpha : 69, mid : 4988.0, bid : 4985, bid_amt : 8, ask : 4991, ask_amt : -24,
timestamp : 88300, symbol : AMETHYSTS, alpha : 69, mid : 10001.0, bid : 9998, bid_amt : 8, ask : 10004, ask_amt : -1, 
timestamp : 88300, symbol : STARFRUIT, alpha : 69, mid : 4988.0, bid : 4985, bid_amt : 24, ask : 4991, ask_amt : -1,
timestamp : 88400, symbol : AMETHYSTS, alpha : 69, mid : 9998.5, bid : 9995, bid_amt : 30, ask : 10002, ask_amt : -6, 
timestamp : 88400, symbol : STARFRUIT, alpha : 69, mid : 4987.5, bid : 4985, bid_amt : 30, ask : 4990, ask_amt : -8,
timestamp : 88500, symbol : AMETHYSTS, alpha : 69, mid : 10003.5, bid : 10002, bid_amt : 9, ask : 10005, ask_amt : -28, 
timestamp : 88500, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4985, bid_amt : 28, ask : 4992, ask_amt : -28,
timestamp : 88600, symbol : AMETHYSTS, alpha : 69, mid : 9997.5, bid : 9995, bid_amt : 23, ask : 10000, ask_amt : -5, 
timestamp : 88600, symbol : STARFRUIT, alpha : 69, mid : 4985.5, bid : 4985, bid_amt : 23, ask : 4986, ask_amt : -2,
timestamp : 88700, symbol : AMETHYSTS, alpha : 69, mid : 10001.5, bid : 9998, bid_amt : 3, ask : 10005, ask_amt : -25, 
timestamp : 88700, symbol : STARFRUIT, alpha : 69, mid : 4987.5, bid : 4985, bid_amt : 25, ask : 4990, ask_amt : -4,
timestamp : 88800, symbol : AMETHYSTS, alpha : 69, mid : 10001.0, bid : 9998, bid_amt : 9, ask : 10004, ask_amt : -2, 
timestamp : 88800, symbol : STARFRUIT, alpha : 69, mid : 4985.5, bid : 4985, bid_amt : 2, ask : 4986, ask_amt : -2,
timestamp : 88900, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 88900, symbol : STARFRUIT, alpha : 69, mid : 4987.5, bid : 4984, bid_amt : 24, ask : 4991, ask_amt : -25,
timestamp : 89000, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 89000, symbol : STARFRUIT, alpha : 69, mid : 4986.5, bid : 4984, bid_amt : 22, ask : 4989, ask_amt : -3,
timestamp : 89100, symbol : AMETHYSTS, alpha : 69, mid : 10001.0, bid : 9998, bid_amt : 6, ask : 10004, ask_amt : -1, 
timestamp : 89100, symbol : STARFRUIT, alpha : 69, mid : 4987.0, bid : 4984, bid_amt : 7, ask : 4990, ask_amt : -27,
timestamp : 89200, symbol : AMETHYSTS, alpha : 69, mid : 9999.0, bid : 9996, bid_amt : 1, ask : 10002, ask_amt : -2, 
timestamp : 89200, symbol : STARFRUIT, alpha : 69, mid : 4986.5, bid : 4984, bid_amt : 28, ask : 4989, ask_amt : -5,
timestamp : 89300, symbol : AMETHYSTS, alpha : 69, mid : 10001.0, bid : 9998, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 89300, symbol : STARFRUIT, alpha : 69, mid : 4987.5, bid : 4984, bid_amt : 28, ask : 4991, ask_amt : -28,
timestamp : 89400, symbol : AMETHYSTS, alpha : 69, mid : 10001.5, bid : 9998, bid_amt : 8, ask : 10005, ask_amt : -20, 
timestamp : 89400, symbol : STARFRUIT, alpha : 69, mid : 4987.5, bid : 4984, bid_amt : 20, ask : 4991, ask_amt : -20,
timestamp : 89500, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 89500, symbol : STARFRUIT, alpha : 69, mid : 4987.5, bid : 4984, bid_amt : 31, ask : 4991, ask_amt : -31,
timestamp : 89600, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 89600, symbol : STARFRUIT, alpha : 69, mid : 4986.5, bid : 4984, bid_amt : 25, ask : 4989, ask_amt : -6,
timestamp : 89700, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 89700, symbol : STARFRUIT, alpha : 69, mid : 4987.5, bid : 4985, bid_amt : 1, ask : 4990, ask_amt : -2,
timestamp : 89800, symbol : AMETHYSTS, alpha : 69, mid : 10001.5, bid : 9998, bid_amt : 4, ask : 10005, ask_amt : -24, 
timestamp : 89800, symbol : STARFRUIT, alpha : 69, mid : 4987.5, bid : 4984, bid_amt : 23, ask : 4991, ask_amt : -24,
timestamp : 89900, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 23, ask : 10005, ask_amt : -23, 
timestamp : 89900, symbol : STARFRUIT, alpha : 69, mid : 4987.5, bid : 4984, bid_amt : 23, ask : 4991, ask_amt : -23,
timestamp : 90000, symbol : AMETHYSTS, alpha : 69, mid : 10001.0, bid : 9998, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 90000, symbol : STARFRUIT, alpha : 69, mid : 4987.0, bid : 4984, bid_amt : 29, ask : 4990, ask_amt : -1,
timestamp : 90100, symbol : AMETHYSTS, alpha : 69, mid : 9999.0, bid : 9996, bid_amt : 1, ask : 10002, ask_amt : -1, 
timestamp : 90100, symbol : STARFRUIT, alpha : 69, mid : 4987.0, bid : 4984, bid_amt : 8, ask : 4990, ask_amt : -28,
timestamp : 90200, symbol : AMETHYSTS, alpha : 69, mid : 9998.5, bid : 9995, bid_amt : 23, ask : 10002, ask_amt : -7, 
timestamp : 90200, symbol : STARFRUIT, alpha : 69, mid : 4986.0, bid : 4983, bid_amt : 4, ask : 4989, ask_amt : -23,
timestamp : 90300, symbol : AMETHYSTS, alpha : 69, mid : 10001.0, bid : 9998, bid_amt : 3, ask : 10004, ask_amt : -2, 
timestamp : 90300, symbol : STARFRUIT, alpha : 69, mid : 4986.0, bid : 4983, bid_amt : 2, ask : 4989, ask_amt : -23,
timestamp : 90400, symbol : AMETHYSTS, alpha : 69, mid : 9999.0, bid : 9996, bid_amt : 2, ask : 10002, ask_amt : -4, 
timestamp : 90400, symbol : STARFRUIT, alpha : 69, mid : 4986.0, bid : 4983, bid_amt : 8, ask : 4989, ask_amt : -28,
timestamp : 90500, symbol : AMETHYSTS, alpha : 69, mid : 10001.5, bid : 9998, bid_amt : 8, ask : 10005, ask_amt : -26, 
timestamp : 90500, symbol : STARFRUIT, alpha : 69, mid : 4986.5, bid : 4983, bid_amt : 26, ask : 4990, ask_amt : -26,
timestamp : 90600, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 90600, symbol : STARFRUIT, alpha : 69, mid : 4987.0, bid : 4984, bid_amt : 1, ask : 4990, ask_amt : -23,

timestamp : 90800, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 25, ask : 10005, ask_amt : -25, 
timestamp : 90800, symbol : STARFRUIT, alpha : 69, mid : 4987.5, bid : 4984, bid_amt : 25, ask : 4991, ask_amt : -25,
timestamp : 90900, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 25, ask : 10005, ask_amt : -25, 
timestamp : 90900, symbol : STARFRUIT, alpha : 69, mid : 4991.0, bid : 4990, bid_amt : 1, ask : 4992, ask_amt : -25,
timestamp : 91000, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 30, ask : 10005, ask_amt : -30, 
timestamp : 91000, symbol : STARFRUIT, alpha : 69, mid : 4990.5, bid : 4990, bid_amt : 1, ask : 4991, ask_amt : -30,
timestamp : 91100, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 91100, symbol : STARFRUIT, alpha : 69, mid : 4988.0, bid : 4985, bid_amt : 23, ask : 4991, ask_amt : -2,
timestamp : 91200, symbol : AMETHYSTS, alpha : 69, mid : 9998.5, bid : 9995, bid_amt : 22, ask : 10002, ask_amt : -2, 
timestamp : 91200, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4985, bid_amt : 22, ask : 4992, ask_amt : -22,
timestamp : 91300, symbol : AMETHYSTS, alpha : 69, mid : 9998.5, bid : 9995, bid_amt : 20, ask : 10002, ask_amt : -6, 
timestamp : 91300, symbol : STARFRUIT, alpha : 69, mid : 4990.0, bid : 4987, bid_amt : 3, ask : 4993, ask_amt : -20,
timestamp : 91400, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 91400, symbol : STARFRUIT, alpha : 69, mid : 4990.0, bid : 4987, bid_amt : 1, ask : 4993, ask_amt : -21,
timestamp : 91500, symbol : AMETHYSTS, alpha : 69, mid : 10001.5, bid : 9998, bid_amt : 7, ask : 10005, ask_amt : -23, 
timestamp : 91500, symbol : STARFRUIT, alpha : 69, mid : 4989.5, bid : 4986, bid_amt : 23, ask : 4993, ask_amt : -23,
timestamp : 91600, symbol : AMETHYSTS, alpha : 69, mid : 10002.5, bid : 10000, bid_amt : 2, ask : 10005, ask_amt : -27, 
timestamp : 91600, symbol : STARFRUIT, alpha : 69, mid : 4991.0, bid : 4989, bid_amt : 2, ask : 4993, ask_amt : -27,
timestamp : 91700, symbol : AMETHYSTS, alpha : 69, mid : 9997.0, bid : 9996, bid_amt : 2, ask : 9998, ask_amt : -1, 
timestamp : 91700, symbol : STARFRUIT, alpha : 69, mid : 4992.0, bid : 4991, bid_amt : 1, ask : 4993, ask_amt : -30,
timestamp : 91800, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 26, ask : 10005, ask_amt : -26, 
timestamp : 91800, symbol : STARFRUIT, alpha : 69, mid : 4992.0, bid : 4991, bid_amt : 1, ask : 4993, ask_amt : -26,
timestamp : 91900, symbol : AMETHYSTS, alpha : 69, mid : 10001.0, bid : 10000, bid_amt : 3, ask : 10002, ask_amt : -9, 
timestamp : 91900, symbol : STARFRUIT, alpha : 69, mid : 4991.0, bid : 4989, bid_amt : 3, ask : 4993, ask_amt : -30,
timestamp : 92000, symbol : AMETHYSTS, alpha : 69, mid : 10001.5, bid : 9998, bid_amt : 7, ask : 10005, ask_amt : -28, 
timestamp : 92000, symbol : STARFRUIT, alpha : 69, mid : 4987.5, bid : 4985, bid_amt : 28, ask : 4990, ask_amt : -1,
timestamp : 92100, symbol : AMETHYSTS, alpha : 69, mid : 9996.5, bid : 9995, bid_amt : 28, ask : 9998, ask_amt : -1, 
timestamp : 92100, symbol : STARFRUIT, alpha : 69, mid : 4989.5, bid : 4986, bid_amt : 28, ask : 4993, ask_amt : -28,
timestamp : 92200, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 92200, symbol : STARFRUIT, alpha : 69, mid : 4990.0, bid : 4987, bid_amt : 1, ask : 4993, ask_amt : -23,
timestamp : 92300, symbol : AMETHYSTS, alpha : 69, mid : 9997.0, bid : 9996, bid_amt : 1, ask : 9998, ask_amt : -1, 
timestamp : 92300, symbol : STARFRUIT, alpha : 69, mid : 4989.5, bid : 4986, bid_amt : 26, ask : 4993, ask_amt : -26,
timestamp : 92400, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 92400, symbol : STARFRUIT, alpha : 69, mid : 4989.5, bid : 4986, bid_amt : 25, ask : 4993, ask_amt : -25,
timestamp : 92500, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 23, ask : 10005, ask_amt : -23, 
timestamp : 92500, symbol : STARFRUIT, alpha : 69, mid : 4989.5, bid : 4986, bid_amt : 23, ask : 4993, ask_amt : -23,
timestamp : 92600, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 92600, symbol : STARFRUIT, alpha : 69, mid : 4992.5, bid : 4992, bid_amt : 1, ask : 4993, ask_amt : -25,
timestamp : 92700, symbol : AMETHYSTS, alpha : 69, mid : 10003.0, bid : 10002, bid_amt : 1, ask : 10004, ask_amt : -2, 
timestamp : 92700, symbol : STARFRUIT, alpha : 69, mid : 4990.0, bid : 4987, bid_amt : 4, ask : 4993, ask_amt : -29,
timestamp : 92800, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 92800, symbol : STARFRUIT, alpha : 69, mid : 4989.0, bid : 4986, bid_amt : 22, ask : 4992, ask_amt : -2,
timestamp : 92900, symbol : AMETHYSTS, alpha : 69, mid : 10001.0, bid : 9998, bid_amt : 7, ask : 10004, ask_amt : -1, 
timestamp : 92900, symbol : STARFRUIT, alpha : 69, mid : 4989.0, bid : 4986, bid_amt : 1, ask : 4992, ask_amt : -27,
timestamp : 93000, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 20, ask : 10005, ask_amt : -20, 
timestamp : 93000, symbol : STARFRUIT, alpha : 69, mid : 4989.0, bid : 4986, bid_amt : 7, ask : 4992, ask_amt : -20,
timestamp : 93100, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 93100, symbol : STARFRUIT, alpha : 69, mid : 4991.0, bid : 4990, bid_amt : 3, ask : 4992, ask_amt : -22,
timestamp : 93200, symbol : AMETHYSTS, alpha : 69, mid : 9996.5, bid : 9995, bid_amt : 21, ask : 9998, ask_amt : -1, 
timestamp : 93200, symbol : STARFRUIT, alpha : 69, mid : 4987.5, bid : 4985, bid_amt : 21, ask : 4990, ask_amt : -2,
timestamp : 93300, symbol : AMETHYSTS, alpha : 69, mid : 9998.5, bid : 9995, bid_amt : 29, ask : 10002, ask_amt : -9, 
timestamp : 93300, symbol : STARFRUIT, alpha : 69, mid : 4991.0, bid : 4990, bid_amt : 1, ask : 4992, ask_amt : -29,
timestamp : 93400, symbol : AMETHYSTS, alpha : 69, mid : 9997.0, bid : 9996, bid_amt : 2, ask : 9998, ask_amt : -3, 
timestamp : 93400, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4985, bid_amt : 29, ask : 4992, ask_amt : -29,
timestamp : 93500, symbol : AMETHYSTS, alpha : 69, mid : 10002.0, bid : 10000, bid_amt : 2, ask : 10004, ask_amt : -1, 
timestamp : 93500, symbol : STARFRUIT, alpha : 69, mid : 4990.0, bid : 4989, bid_amt : 2, ask : 4991, ask_amt : -6,
timestamp : 93600, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 93600, symbol : STARFRUIT, alpha : 69, mid : 4990.0, bid : 4987, bid_amt : 6, ask : 4993, ask_amt : -29,
timestamp : 93700, symbol : AMETHYSTS, alpha : 69, mid : 10003.0, bid : 10002, bid_amt : 1, ask : 10004, ask_amt : -2, 
timestamp : 93700, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4985, bid_amt : 25, ask : 4992, ask_amt : -25,
timestamp : 93800, symbol : AMETHYSTS, alpha : 69, mid : 9996.5, bid : 9995, bid_amt : 30, ask : 9998, ask_amt : -1, 
timestamp : 93800, symbol : STARFRUIT, alpha : 69, mid : 4989.0, bid : 4986, bid_amt : 5, ask : 4992, ask_amt : -30,
timestamp : 93900, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 28, ask : 10005, ask_amt : -28, 
timestamp : 93900, symbol : STARFRUIT, alpha : 69, mid : 4989.0, bid : 4986, bid_amt : 3, ask : 4992, ask_amt : -28,
timestamp : 94000, symbol : AMETHYSTS, alpha : 69, mid : 10003.0, bid : 10002, bid_amt : 4, ask : 10004, ask_amt : -1, 
timestamp : 94000, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4985, bid_amt : 31, ask : 4992, ask_amt : -31,
timestamp : 94100, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 30, ask : 10005, ask_amt : -30, 
timestamp : 94100, symbol : STARFRUIT, alpha : 69, mid : 4990.0, bid : 4987, bid_amt : 3, ask : 4993, ask_amt : -30,
timestamp : 94200, symbol : AMETHYSTS, alpha : 69, mid : 9998.5, bid : 9995, bid_amt : 22, ask : 10002, ask_amt : -7, 
timestamp : 94200, symbol : STARFRUIT, alpha : 69, mid : 4989.5, bid : 4986, bid_amt : 22, ask : 4993, ask_amt : -22,
timestamp : 94300, symbol : AMETHYSTS, alpha : 69, mid : 10003.0, bid : 10002, bid_amt : 1, ask : 10004, ask_amt : -2, 
timestamp : 94300, symbol : STARFRUIT, alpha : 69, mid : 4989.0, bid : 4986, bid_amt : 1, ask : 4992, ask_amt : -26,
timestamp : 94400, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9995, bid_amt : 29, ask : 10005, ask_amt : -29, 
timestamp : 94400, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4985, bid_amt : 29, ask : 4992, ask_amt : -29,
timestamp : 94500, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 2, ask : 10004, ask_amt : -2, 
timestamp : 94500, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4985, bid_amt : 25, ask : 4992, ask_amt : -25,
timestamp : 94600, symbol : AMETHYSTS, alpha : 69, mid : 10001.5, bid : 9998, bid_amt : 2, ask : 10005, ask_amt : -22, 
timestamp : 94600, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4985, bid_amt : 22, ask : 4992, ask_amt : -22,
timestamp : 94700, symbol : AMETHYSTS, alpha : 69, mid : 10003.0, bid : 10002, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 94700, symbol : STARFRUIT, alpha : 69, mid : 4988.5, bid : 4986, bid_amt : 21, ask : 4991, ask_amt : -6,
timestamp : 94800, symbol : AMETHYSTS, alpha : 69, mid : 10000.0, bid : 9996, bid_amt : 1, ask : 10004, ask_amt : -1, 
timestamp : 94800, symbol : STARFRUIT, alpha : 69, mid : 4988.0, bid : 4986, bid_amt : 1, ask : 4990, ask_amt : -1,
timestamp : 94900, symbol : AMETHYSTS, alpha : 69, mid : 9996.5, bid : 9995, bid_amt : 27, ask : 9998, ask_amt : -1, 
timestamp : 94900, symbol : STARFRUIT, alpha : 69, mid : 4989.5, bid : 4986, bid_amt : 27, ask : 4993, ask_amt : -27,
timestamp : 95000, symbol : AMETHYSTS, alpha : 69, mid : 10001.0, bid : 9998, bid_amt : 9, ask : 10004, ask_amt : -1, 
timestamp : 95000, symbol : STARFRUIT, alpha : 69, mid : 4991.5, bid : 4991, bid_amt : 1, ask : 4992, ask_amt : -22,
